sample_uid	sample_token	gse_id	cancer_type	candidate_policy	cnv_cluster_v2	cell_count	mean_cnv_burden	reference_threshold	infercnv_positive_fraction	copykat_evaluable_cells	copykat_aneuploid_fraction	cluster_label_v2
GSE182109|GSM5518610_ndGBM-02-4	GSE182109_GSM5518610_ndGBM-02-4_9aad433f6498	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518610_ndGBM-02-4_9aad433f6498::2	164	0.0024419256951659918	0.08220719978213316	0.0	94	0.0	non_malignant
GSE182109|GSM5518611_ndGBM-02-5	GSE182109_GSM5518611_ndGBM-02-5_43f7b3e67aac	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518611_ndGBM-02-5_43f7b3e67aac::1	548	0.004749354440718889	0.07033952265977862	0.0	358	0.0111731843575419	uncertain
GSE182109|GSM5518611_ndGBM-02-5	GSE182109_GSM5518611_ndGBM-02-5_43f7b3e67aac	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518611_ndGBM-02-5_43f7b3e67aac::0	710	0.037829089909791946	0.07033952265977862	0.1028169014084507	696	0.610632183908046	malignant
GSE182109|GSM5518613_rGBM-02-3	GSE182109_GSM5518613_rGBM-02-3_de0fe03dda96	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518613_rGBM-02-3_de0fe03dda96::0	749	0.08206632733345032	0.06349352575838578	0.7663551401869159	748	0.9732620320855615	malignant
GSE182109|GSM5518613_rGBM-02-3	GSE182109_GSM5518613_rGBM-02-3_de0fe03dda96	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518613_rGBM-02-3_de0fe03dda96::1	192	0.014520958065986633	0.06349352575838578	0.015625	166	0.10240963855421686	uncertain
GSE182109|GSM5518615_rGBM-02-5	GSE182109_GSM5518615_rGBM-02-5_9038e747d3d5	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518615_rGBM-02-5_9038e747d3d5::0	49	0.03445220738649368	0.056720203422009986	0.10204081632653061	0		non_malignant
GSE182109|GSM5518615_rGBM-02-5	GSE182109_GSM5518615_rGBM-02-5_9038e747d3d5	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518615_rGBM-02-5_9038e747d3d5::1	28	0.11112280935049057	0.056720203422009986	1.0	0		uncertain
GSE182109|GSM5518616_rGBM-03-1	GSE182109_GSM5518616_rGBM-03-1_938705ae42c3	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518616_rGBM-03-1_938705ae42c3::0	1896	0.04098827764391899	0.027136342450976403	0.6429324894514767	1895	0.629023746701847	malignant
GSE182109|GSM5518616_rGBM-03-1	GSE182109_GSM5518616_rGBM-03-1_938705ae42c3	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518616_rGBM-03-1_938705ae42c3::1	783	0.005279945209622383	0.027136342450976403	0.0140485312899106	760	0.02631578947368421	uncertain
GSE182109|GSM5518616_rGBM-03-1	GSE182109_GSM5518616_rGBM-03-1_938705ae42c3	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518616_rGBM-03-1_938705ae42c3::2	226	1.9426825019763783e-05	0.027136342450976403	0.0	196	0.0	non_malignant
GSE182109|GSM5518617_rGBM-03-2	GSE182109_GSM5518617_rGBM-03-2_8f8058544676	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518617_rGBM-03-2_8f8058544676::1	177	0.009254653938114643	0.04870464429259303	0.03389830508474576	161	0.11801242236024845	uncertain
GSE182109|GSM5518617_rGBM-03-2	GSE182109_GSM5518617_rGBM-03-2_8f8058544676	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518617_rGBM-03-2_8f8058544676::0	487	0.05256836116313934	0.04870464429259303	0.49075975359342916	487	0.919917864476386	malignant
GSE182109|GSM5518617_rGBM-03-2	GSE182109_GSM5518617_rGBM-03-2_8f8058544676	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518617_rGBM-03-2_8f8058544676::2	47	0.0007763478206470609	0.04870464429259303	0.0	39	0.0	non_malignant
GSE182109|GSM5518618_rGBM-03-3	GSE182109_GSM5518618_rGBM-03-3_afd75af84a21	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518618_rGBM-03-3_afd75af84a21::1	556	0.006900349166244268	0.05119294457137597	0.0035971223021582736	429	0.1282051282051282	uncertain
GSE182109|GSM5518618_rGBM-03-3	GSE182109_GSM5518618_rGBM-03-3_afd75af84a21	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518618_rGBM-03-3_afd75af84a21::0	1127	0.04816097021102905	0.05119294457137597	0.3700088731144632	1124	0.9279359430604982	malignant
GSE182109|GSM5518619_rGBM-04-1	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e::0	2762	0.05376148596405983	0.06242685034871096	0.2943519188993483	2761	0.0003621876131836291	uncertain
GSE182109|GSM5518619_rGBM-04-1	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e::2	617	0.009652608074247837	0.06242685034871096	0.0016207455429497568	616	0.9253246753246753	malignant
GSE182109|GSM5518619_rGBM-04-1	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e::3	402	6.333342753350735e-05	0.06242685034871096	0.0	391	0.4424552429667519	uncertain
GSE182109|GSM5518619_rGBM-04-1	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518619_rGBM-04-1_d787aed1075e::1	1103	0.016159407794475555	0.06242685034871096	0.0009066183136899365	1103	0.021758839528558477	uncertain
GSE182109|GSM5518620_rGBM-04-2	GSE182109_GSM5518620_rGBM-04-2_1c30547e093e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518620_rGBM-04-2_1c30547e093e::0	3192	0.04476930573582649	0.05874338924884797	0.2756892230576441	3192	0.9959273182957393	malignant
GSE182109|GSM5518620_rGBM-04-2	GSE182109_GSM5518620_rGBM-04-2_1c30547e093e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518620_rGBM-04-2_1c30547e093e::1	913	0.007681281305849552	0.05874338924884797	0.001095290251916758	906	0.5496688741721855	malignant
GSE182109|GSM5518620_rGBM-04-2	GSE182109_GSM5518620_rGBM-04-2_1c30547e093e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518620_rGBM-04-2_1c30547e093e::2	307	8.589559911342803e-06	0.05874338924884797	0.0	283	0.15901060070671377	uncertain
GSE182109|GSM5518621_rGBM-04-3	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49::0	2902	0.052311018109321594	0.05484390798956157	0.3990351481736733	2902	0.0	uncertain
GSE182109|GSM5518621_rGBM-04-3	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49::1	1691	0.017783593386411667	0.05484390798956157	0.010644589000591367	1689	0.012433392539964476	uncertain
GSE182109|GSM5518621_rGBM-04-3	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49::2	620	0.010475343093276024	0.05484390798956157	0.0016129032258064516	614	0.9153094462540716	malignant
GSE182109|GSM5518621_rGBM-04-3	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518621_rGBM-04-3_6ee3d7357e49::3	338	5.36102379555814e-05	0.05484390798956157	0.0	319	0.2852664576802508	uncertain
GSE182109|GSM5518622_rGBM-04-4	GSE182109_GSM5518622_rGBM-04-4_6a9d97fab6b5	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518622_rGBM-04-4_6a9d97fab6b5::0	2163	0.05657801777124405	0.06288835421204562	0.3851132686084142	2162	0.8866790009250693	malignant
GSE182109|GSM5518622_rGBM-04-4	GSE182109_GSM5518622_rGBM-04-4_6a9d97fab6b5	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518622_rGBM-04-4_6a9d97fab6b5::1	701	0.0200432687997818	0.06288835421204562	0.011412268188302425	701	0.4978601997146933	uncertain
GSE182109|GSM5518622_rGBM-04-4	GSE182109_GSM5518622_rGBM-04-4_6a9d97fab6b5	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518622_rGBM-04-4_6a9d97fab6b5::2	394	0.0035856030881404877	0.06288835421204562	0.0	377	0.002652519893899204	uncertain
GSE182109|GSM5518623_ndGBM-03-1	GSE182109_GSM5518623_ndGBM-03-1_9e8ea7737fd2	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518623_ndGBM-03-1_9e8ea7737fd2::0	1416	0.06348653882741928	0.04297626651823533	0.806497175141243	1415	0.992226148409894	malignant
GSE182109|GSM5518623_ndGBM-03-1	GSE182109_GSM5518623_ndGBM-03-1_9e8ea7737fd2	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518623_ndGBM-03-1_9e8ea7737fd2::1	583	0.015848610550165176	0.04297626651823533	0.015437392795883362	583	0.5145797598627787	malignant
GSE182109|GSM5518623_ndGBM-03-1	GSE182109_GSM5518623_ndGBM-03-1_9e8ea7737fd2	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518623_ndGBM-03-1_9e8ea7737fd2::2	139	0.0002742093929555267	0.04297626651823533	0.0	115	0.0	non_malignant
GSE182109|GSM5518624_ndGBM-03-2	GSE182109_GSM5518624_ndGBM-03-2_899302ae848b	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518624_ndGBM-03-2_899302ae848b::0	109	0.058191630989313126	0.05073872908949849	0.5137614678899083	0		uncertain
GSE182109|GSM5518624_ndGBM-03-2	GSE182109_GSM5518624_ndGBM-03-2_899302ae848b	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518624_ndGBM-03-2_899302ae848b::1	62	0.027889469638466835	0.05073872908949849	0.14516129032258066	0		non_malignant
GSE182109|GSM5518625_ndGBM-03-3	GSE182109_GSM5518625_ndGBM-03-3_bb1587dc8eb0	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518625_ndGBM-03-3_bb1587dc8eb0::2	72	0.0002962151193059981	0.046538509577512745	0.0	44	0.0	non_malignant
GSE182109|GSM5518625_ndGBM-03-3	GSE182109_GSM5518625_ndGBM-03-3_bb1587dc8eb0	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518625_ndGBM-03-3_bb1587dc8eb0::0	913	0.06516880542039871	0.046538509577512745	0.7316538882803943	912	0.9024122807017544	malignant
GSE182109|GSM5518625_ndGBM-03-3	GSE182109_GSM5518625_ndGBM-03-3_bb1587dc8eb0	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518625_ndGBM-03-3_bb1587dc8eb0::1	487	0.01335437037050724	0.046538509577512745	0.006160164271047228	464	0.08405172413793104	uncertain
GSE182109|GSM5518626_rGBM-05-1	GSE182109_GSM5518626_rGBM-05-1_80049c6e9766	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518626_rGBM-05-1_80049c6e9766::0	1363	0.07571997493505478	0.0329682348668568	0.9303008070432869	1358	0.9698085419734904	malignant
GSE182109|GSM5518626_rGBM-05-1	GSE182109_GSM5518626_rGBM-05-1_80049c6e9766	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518626_rGBM-05-1_80049c6e9766::1	368	0.011124388314783573	0.0329682348668568	0.03260869565217391	364	0.1043956043956044	uncertain
GSE182109|GSM5518626_rGBM-05-1	GSE182109_GSM5518626_rGBM-05-1_80049c6e9766	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518626_rGBM-05-1_80049c6e9766::2	141	1.795598291209899e-05	0.0329682348668568	0.0	120	0.0	non_malignant
GSE182109|GSM5518627_rGBM-05-2	GSE182109_GSM5518627_rGBM-05-2_983ff34d280e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518627_rGBM-05-2_983ff34d280e::0	1293	0.06509314477443695	0.05482322189956888	0.5692188708430008	1290	0.9271317829457364	malignant
GSE182109|GSM5518627_rGBM-05-2	GSE182109_GSM5518627_rGBM-05-2_983ff34d280e	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518627_rGBM-05-2_983ff34d280e::1	171	0.0009581818012520671	0.05482322189956888	0.0	155	0.05161290322580645	uncertain
GSE182109|GSM5518628_rGBM-05-3	GSE182109_GSM5518628_rGBM-05-3_46bca155a8de	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518628_rGBM-05-3_46bca155a8de::0	350	0.08659426867961884	0.1018173910677433	0.3514285714285714	347	0.9740634005763689	malignant
GSE182109|GSM5518628_rGBM-05-3	GSE182109_GSM5518628_rGBM-05-3_46bca155a8de	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518628_rGBM-05-3_46bca155a8de::2	34	0.11756373941898346	0.1018173910677433	0.6764705882352942	34	1.0	malignant
GSE182109|GSM5518628_rGBM-05-3	GSE182109_GSM5518628_rGBM-05-3_46bca155a8de	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518628_rGBM-05-3_46bca155a8de::1	79	0.009384127333760262	0.1018173910677433	0.0	72	0.125	uncertain
GSE182109|GSM5518630_LGG-04-1	GSE182109_GSM5518630_LGG-04-1_ed6a48f86b76	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518630_LGG-04-1_ed6a48f86b76::2	468	0.00011940496187889948	0.018173856511712005	0.0	427	0.01873536299765808	uncertain
GSE182109|GSM5518630_LGG-04-1	GSE182109_GSM5518630_LGG-04-1_ed6a48f86b76	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518630_LGG-04-1_ed6a48f86b76::0	1572	0.07033737748861313	0.018173856511712005	1.0	1572	0.9815521628498728	malignant
GSE182109|GSM5518630_LGG-04-1	GSE182109_GSM5518630_LGG-04-1_ed6a48f86b76	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518630_LGG-04-1_ed6a48f86b76::1	1400	0.012471607886254787	0.018173856511712005	0.2857142857142857	1397	0.4366499642090193	uncertain
GSE182109|GSM5518631_LGG-04-2	GSE182109_GSM5518631_LGG-04-2_1883bb112a85	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518631_LGG-04-2_1883bb112a85::0	764	0.077053502202034	0.017574929874390313	1.0	764	0.8795811518324608	malignant
GSE182109|GSM5518631_LGG-04-2	GSE182109_GSM5518631_LGG-04-2_1883bb112a85	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518631_LGG-04-2_1883bb112a85::1	220	0.01120288111269474	0.017574929874390313	0.22272727272727272	215	0.13023255813953488	uncertain
GSE182109|GSM5518631_LGG-04-2	GSE182109_GSM5518631_LGG-04-2_1883bb112a85	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518631_LGG-04-2_1883bb112a85::2	58	0.0003103230847045779	0.017574929874390313	0.0	50	0.0	non_malignant
GSE182109|GSM5518632_LGG-04-3	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4::0	3018	0.05250980705022812	0.05520383212715379	0.36845593108018554	3018	0.7143803843605037	malignant
GSE182109|GSM5518632_LGG-04-3	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4::2	671	0.00010323304741177708	0.05520383212715379	0.0	649	0.0061633281972265025	uncertain
GSE182109|GSM5518632_LGG-04-3	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4::1	1021	0.007065367419272661	0.05520383212715379	0.0	1021	0.11165523996082272	uncertain
GSE182109|GSM5518632_LGG-04-3	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518632_LGG-04-3_0b24c1466ba4::3	10	0.00038848171243444085	0.05520383212715379	0.0	10	0.0	non_malignant
GSE182109|GSM5518633_ndGBM-04	GSE182109_GSM5518633_ndGBM-04_c6b447d392a2	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518633_ndGBM-04_c6b447d392a2::1	1394	0.019089223816990852	0.06549468047916883	0.002152080344332855	1391	0.807332854061826	malignant
GSE182109|GSM5518633_ndGBM-04	GSE182109_GSM5518633_ndGBM-04_c6b447d392a2	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518633_ndGBM-04_c6b447d392a2::0	2282	0.046777889132499695	0.06549468047916883	0.13935144609991235	2281	0.9890398947829899	malignant
GSE182109|GSM5518633_ndGBM-04	GSE182109_GSM5518633_ndGBM-04_c6b447d392a2	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518633_ndGBM-04_c6b447d392a2::2	249	0.0016782653983682394	0.06549468047916883	0.0	226	0.2168141592920354	uncertain
GSE182109|GSM5518634_ndGBM-05	GSE182109_GSM5518634_ndGBM-05_09bcbbcbb9ee	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518634_ndGBM-05_09bcbbcbb9ee::0	1480	0.0296518225222826	0.05098310470581056	0.021621621621621623	1480	0.7195945945945946	malignant
GSE182109|GSM5518634_ndGBM-05	GSE182109_GSM5518634_ndGBM-05_09bcbbcbb9ee	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518634_ndGBM-05_09bcbbcbb9ee::1	871	0.0707460343837738	0.05098310470581056	0.8714121699196326	871	0.9896670493685419	malignant
GSE182109|GSM5518634_ndGBM-05	GSE182109_GSM5518634_ndGBM-05_09bcbbcbb9ee	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518634_ndGBM-05_09bcbbcbb9ee::2	285	0.005819343030452728	0.05098310470581056	0.0035087719298245615	260	0.015384615384615385	uncertain
GSE182109|GSM5518635_ndGBM-06	GSE182109_GSM5518635_ndGBM-06_7171e8e7f955	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518635_ndGBM-06_7171e8e7f955::3	45	0.15102028846740723	0.034711632616817936	1.0	45	0.0	malignant
GSE182109|GSM5518635_ndGBM-06	GSE182109_GSM5518635_ndGBM-06_7171e8e7f955	GSE182109	Glioblastoma	cns_malignancy	GSE182109_GSM5518635_ndGBM-06_7171e8e7f955::1	649	0.03197910264134407	0.034711632616817936	0.3559322033898305	643	0.9564541213063764	malignant
